Couples Data:
TimeStamp,C_id
Time :2017-02-26 21:49:35.432,20021001
Time :2017-02-26 21:49:35.432,20241003
Time :2017-02-26 21:49:35.432,20031004
Time :2017-02-26 21:49:35.432,20391005
Time :2017-02-26 21:49:35.432,20421007
Time :2017-02-26 21:49:35.432,20231008
Time :2017-02-26 21:49:35.432,20041009
Time :2017-02-26 21:49:35.432,20081013
Time :2017-02-26 21:49:35.432,20161014
Time :2017-02-26 21:49:35.432,20171016
Time :2017-02-26 21:49:35.432,20281017
Time :2017-02-26 21:49:35.432,20411020
Time :2017-02-26 21:49:35.432,20071023
Time :2017-02-26 21:49:35.432,20101024
Time :2017-02-26 21:49:35.432,20061025
Time :2017-02-26 21:49:35.432,20441026
Time :2017-02-26 21:49:35.432,20181027
Time :2017-02-26 21:49:35.432,20291028
Time :2017-02-26 21:49:35.432,20201029
Time :2017-02-26 21:49:35.432,20331031
Time :2017-02-26 21:49:35.432,20301032
Time :2017-02-26 21:49:35.432,20401033
Time :2017-02-26 21:49:35.432,20451034
Time :2017-02-26 21:49:35.432,20191039
Time :2017-02-26 21:49:35.432,20211040
Time :2017-02-26 21:49:35.432,20251001
Time :2017-02-26 21:49:35.432,20261004
Time :2017-02-26 21:49:35.432,20051009
Time :2017-02-26 21:49:35.432,20351014
Time :2017-02-26 21:49:35.432,20221016
Time :2017-02-26 21:49:35.432,20271023
Time :2017-02-26 21:49:35.432,20311024
Time :2017-02-26 21:49:35.432,20321027
Time :2017-02-26 21:49:35.432,20381039
Exchanged Gifts Data:
Time :2017-02-26 21:49:35.432,Couples: 20021001,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20021001,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20241003,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20241003,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20241003,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20031004,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20031004,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20391005,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20391005,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20391005,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20421007,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20421007,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20231008,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20231008,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20231008,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20041009,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20041009,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20081013,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20081013,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20161014,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20171016,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20171016,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20281017,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20281017,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20411020,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20411020,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20071023,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20071023,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20101024,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20101024,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20061025,Exchanged Gift :113
